time,avg norm vel,error
1.0,0.07423592683202267,0
2.0,0.1477732375246134,0
3.0,0.1669444452741992,0
4.0,0.16990763621148405,0
5.0,0.0778084765570894,0
6.0,0.047890105756953176,0
7.0,0.041857974533290127,0
8.0,0.10663627137747472,0
9.0,0.12195204912975603,0
10.0,0.21482270671658332,0
11.0,0.16039341166431023,0
12.0,0.05315949974962262,0
13.0,0.11980717607980144,0
14.0,0.1750877259825489,0
15.0,0.1856690925142832,0
16.0,0.1286097979815108,0
17.0,0.09560879722497044,0
18.0,0.19432307885814146,0
19.0,0.2203092689968494,0
20.0,0.15305257122172944,0
21.0,0.12682490745766675,0
22.0,0.19135537848754847,0
23.0,0.1542371582891054,0
24.0,0.0946245392732347,0
25.0,0.12513130328156702,0
26.0,0.0781662522452656,0
27.0,0.1062171721405022,0
28.0,0.12192329311915909,0
29.0,0.21804047524692582,0
30.0,0.17858676886331537,0
31.0,0.054073176157414256,0
32.0,0.05300047541136368,0
33.0,0.08673128416707086,0
34.0,0.26410596154234833,0
35.0,0.2583316134858783,0
36.0,0.17056688212363477,0
37.0,0.09224445006898549,0
38.0,0.09431112546583012,0
39.0,0.19298959114314712,0
40.0,0.09992389646457946,0
41.0,0.1509970061625243,0
42.0,0.0779525132905804,0
43.0,0.09110160579775135,0
44.0,0.14114484132311017,0
45.0,0.18273594141369567,0
46.0,0.07296597195365384,0
47.0,0.17080017309533482,0
48.0,0.17194653321441278,0
49.0,0.11430923969572754,0
50.0,0.12080235702402496,0
51.0,0.13847350809683448,0
52.0,0.2062513581721708,0
53.0,0.21424277579013834,0
54.0,0.10954952563609653,0
55.0,0.16850210014288006,0
56.0,0.13891680839791098,0
57.0,0.11276924488879565,0
58.0,0.06985216775078636,0
59.0,0.10025597088523323,0
60.0,0.1315544641793787,0
