time,avg norm vel,error
1.0,0.08156154270916342,0
2.0,0.17865396854750523,0
3.0,0.28924297516241865,0
4.0,0.12451866381205516,0
5.0,0.0699945953283717,0
6.0,0.07558542503390102,0
7.0,0.08703148524268209,0
8.0,0.10924032925730087,0
9.0,0.23681734328687443,0
10.0,0.16236012831797425,0
11.0,0.09934415305342596,0
12.0,0.1254030572924995,0
13.0,0.08873625692129847,0
14.0,0.11629127772189443,0
15.0,0.17704077101743937,0
16.0,0.10154511640057458,0
17.0,0.0963736382409497,0
18.0,0.0940366569153751,0
19.0,0.06618295039044483,0
20.0,0.18442985404993584,0
21.0,0.18310214781009065,0
22.0,0.10960481926835641,0
23.0,0.03464409882841883,0
24.0,0.18005151565953004,0
25.0,0.2664433050194936,0
26.0,0.19514144706678968,0
27.0,0.03406839503553478,0
28.0,0.09286624068416822,0
29.0,0.185861003913895,0
30.0,0.15272239930842874,0
31.0,0.14577930656934435,0
32.0,0.03039495435885848,0
33.0,0.14494190198856696,0
34.0,0.14685980898698062,0
35.0,0.09652604502700814,0
36.0,0.2153683853407773,0
37.0,0.2066529631462251,0
38.0,0.17945512396254587,0
39.0,0.09648572901248714,0
40.0,0.10509810322067285,0
41.0,0.09226404207138188,0
42.0,0.08538020955427894,0
43.0,0.12700827009497564,0
44.0,0.1037238698570313,0
45.0,0.11347079877336816,0
46.0,0.16289663113976305,0
47.0,0.14655785839840205,0
48.0,0.08807399281434423,0
49.0,0.03632627577734188,0
50.0,0.1685188683139069,0
51.0,0.06900947356563131,0
52.0,0.14407027563495597,0
53.0,0.15039551532663453,0
54.0,0.14448159984751335,0
55.0,0.09374310506025833,0
56.0,0.10579272627580213,0
57.0,0.14552221002023147,0
58.0,0.12236618208199668,0
59.0,0.0937949755817214,0
60.0,0.1104852434199528,0
