time,avg norm vel,error
1.0,0.10862213129083167,0
2.0,0.08872607202713283,0
3.0,0.0793620941374632,0
4.0,0.08655549435146757,0
5.0,0.07366982402326559,0
6.0,0.25051087228697944,0
7.0,0.25886700645119715,0
8.0,0.21840182532559316,0
9.0,0.1744192099495344,0
10.0,0.11209939829302272,0
11.0,0.20943241671583093,0
12.0,0.1176521978308582,0
13.0,0.13547525002637573,0
14.0,0.19731294636202845,0
15.0,0.10962580955585838,0
16.0,0.09370307615520673,0
17.0,0.10086146971912648,0
18.0,0.15112526979214846,0
19.0,0.19289326815389568,0
20.0,0.17163674610359153,0
21.0,0.11269444174511029,0
22.0,0.07153598210750597,0
23.0,0.15012961898662394,0
24.0,0.20876795725073474,0
25.0,0.204120129763911,0
26.0,0.13566452107985047,0
27.0,0.12432899067275639,0
28.0,0.06362128482809486,0
29.0,0.12710288227371394,0
30.0,0.0779913718308879,0
31.0,0.12018213653923628,0
32.0,0.05606632789751024,0
33.0,0.09631910964105596,0
34.0,0.08060988999204644,0
35.0,0.03826135432379618,0
36.0,0.09783324894029546,0
37.0,0.09563461165278707,0
38.0,0.14410694402805815,0
39.0,0.08735255026206021,0
40.0,0.1983985003131751,0
41.0,0.29277846666339974,0
42.0,0.13119528049413914,0
43.0,0.16268942161352423,0
44.0,0.06736875513317196,0
45.0,0.08669513248152577,0
46.0,0.1303064496118416,0
47.0,0.11234546455809889,0
48.0,0.06471617052580951,0
49.0,0.027210311670233203,0
50.0,0.08457695041491309,0
51.0,0.16962254680454406,0
52.0,0.10369198207013434,0
53.0,0.062473232413234075,0
54.0,0.11882575471477666,0
55.0,0.058939194106438664,0
56.0,0.10629244536856347,0
57.0,0.162994669801451,0
58.0,0.15463742440115183,0
59.0,0.1677985929750905,0
60.0,0.1883572360291524,0
