time,avg norm vel,error
1.0,0.999992327398093,0
2.0,0.9999958696453461,0
3.0,0.9999962869258904,0
4.0,0.999995809645179,0
5.0,0.9999954943622497,0
6.0,0.9999960111587435,0
7.0,0.9999964416350037,0
8.0,0.9999972172848001,0
9.0,0.9999964451102491,0
10.0,0.9999957224200748,0
11.0,0.9999959369755524,0
12.0,0.9999959837243502,0
13.0,0.99999580424939,0
14.0,0.9999952927293569,0
15.0,0.9999956323808713,0
16.0,0.9999963292700076,0
17.0,0.9999960845372857,0
18.0,0.9999964445478595,0
19.0,0.9999950554381462,0
20.0,0.9999960576518069,0
21.0,0.9999959300287349,0
22.0,0.9999963403788811,0
23.0,0.9999954301817905,0
24.0,0.9999959208756799,0
25.0,0.9999955022586825,0
26.0,0.9999964257955843,0
27.0,0.9999962808034933,0
28.0,0.9999963101395004,0
29.0,0.9999965959284186,0
30.0,0.9999962084643391,0
31.0,0.9999953830090751,0
32.0,0.9999962239572134,0
33.0,0.9999957106142634,0
34.0,0.9999962581291992,0
35.0,0.9999959156971141,0
36.0,0.9999954538709611,0
37.0,0.9999965639888141,0
38.0,0.999996018875821,0
39.0,0.9999958200977114,0
40.0,0.9999951633127615,0
41.0,0.9999959974292023,0
42.0,0.9999950074265508,0
43.0,0.9999954910092437,0
44.0,0.9999957552607963,0
45.0,0.9999953789942219,0
46.0,0.9999961169190339,0
47.0,0.9999963697582105,0
48.0,0.9999960448972236,0
49.0,0.999995773522769,0
50.0,0.9999960876219323,0
51.0,0.9999956424944099,0
52.0,0.9999959092635882,0
53.0,0.9999959654693384,0
54.0,0.9999954612175171,0
55.0,0.9999959978640258,0
56.0,0.9999965401305113,0
57.0,0.99999538193059,0
58.0,0.9999956248454709,0
59.0,0.9999961662928689,0
60.0,0.9999930198159244,0
