time,avg norm vel,error
1.0,0.9999921587408306,0
2.0,0.9999962690627983,0
3.0,0.9999962548369316,0
4.0,0.9999961595698121,0
5.0,0.9999971414491078,0
6.0,0.9999961811020304,0
7.0,0.9999961834748307,0
8.0,0.9999959563920128,0
9.0,0.9999954666155796,0
10.0,0.999996457847312,0
11.0,0.9999964644590177,0
12.0,0.9999954386407289,0
13.0,0.9999952524844062,0
14.0,0.9999966398728831,0
15.0,0.9999960786996547,0
16.0,0.9999962513508809,0
17.0,0.9999965784848914,0
18.0,0.9999956163502559,0
19.0,0.999996927700389,0
20.0,0.9999963809981605,0
21.0,0.9999957689903766,0
22.0,0.9999958771792995,0
23.0,0.9999958252198278,0
24.0,0.9999962846959988,0
25.0,0.9999962636964009,0
26.0,0.9999968333259913,0
27.0,0.9999968088287517,0
28.0,0.999996100619909,0
29.0,0.9999959204665602,0
30.0,0.9999958495802078,0
31.0,0.9999953510404298,0
32.0,0.9999956114558181,0
33.0,0.9999963012003613,0
34.0,0.9999962182256994,0
35.0,0.9999963431442764,0
36.0,0.9999961050234418,0
37.0,0.9999958636378956,0
38.0,0.9999961910087869,0
39.0,0.9999956704658028,0
40.0,0.9999957348546052,0
41.0,0.999996218622078,0
42.0,0.9999960190280787,0
43.0,0.99999665919037,0
44.0,0.9999964490908739,0
45.0,0.9999960593650971,0
46.0,0.9999960182831159,0
47.0,0.9999958994520562,0
48.0,0.9999957159842882,0
49.0,0.9999955727926864,0
50.0,0.9999959257305249,0
51.0,0.9999959753414989,0
52.0,0.9999962933039296,0
53.0,0.999995410694791,0
54.0,0.9999956174538855,0
55.0,0.9999964295791814,0
56.0,0.999995532967266,0
57.0,0.9999957683912957,0
58.0,0.9999956686970669,0
59.0,0.9999953770531232,0
60.0,0.999992695139414,0
