empty 
empty 
empty 
position X,position Y,position Z,empty,empty,empty,time,trackID 
1.000000,1.000000,1.000000,empty,empty,empty,1,1
1.000000,1.000000,2.000000,empty,empty,empty,1,2
1.000000,1.000000,3.000000,empty,empty,empty,1,3
1.000000,1.000000,4.000000,empty,empty,empty,1,4
1.000000,2.000000,1.000000,empty,empty,empty,1,5
1.000000,2.000000,2.000000,empty,empty,empty,1,6
1.000000,2.000000,3.000000,empty,empty,empty,1,7
1.000000,2.000000,4.000000,empty,empty,empty,1,8
1.000000,3.000000,1.000000,empty,empty,empty,1,9
1.000000,3.000000,2.000000,empty,empty,empty,1,10
1.000000,3.000000,3.000000,empty,empty,empty,1,11
1.000000,3.000000,4.000000,empty,empty,empty,1,12
1.000000,4.000000,1.000000,empty,empty,empty,1,13
1.000000,4.000000,2.000000,empty,empty,empty,1,14
1.000000,4.000000,3.000000,empty,empty,empty,1,15
1.000000,4.000000,4.000000,empty,empty,empty,1,16
2.000000,1.000000,1.000000,empty,empty,empty,1,17
2.000000,1.000000,2.000000,empty,empty,empty,1,18
2.000000,1.000000,3.000000,empty,empty,empty,1,19
2.000000,1.000000,4.000000,empty,empty,empty,1,20
2.000000,2.000000,1.000000,empty,empty,empty,1,21
2.000000,2.000000,2.000000,empty,empty,empty,1,22
2.000000,2.000000,3.000000,empty,empty,empty,1,23
2.000000,2.000000,4.000000,empty,empty,empty,1,24
2.000000,3.000000,1.000000,empty,empty,empty,1,25
2.000000,3.000000,2.000000,empty,empty,empty,1,26
2.000000,3.000000,3.000000,empty,empty,empty,1,27
2.000000,3.000000,4.000000,empty,empty,empty,1,28
2.000000,4.000000,1.000000,empty,empty,empty,1,29
2.000000,4.000000,2.000000,empty,empty,empty,1,30
2.000000,4.000000,3.000000,empty,empty,empty,1,31
2.000000,4.000000,4.000000,empty,empty,empty,1,32
3.000000,1.000000,1.000000,empty,empty,empty,1,33
3.000000,1.000000,2.000000,empty,empty,empty,1,34
3.000000,1.000000,3.000000,empty,empty,empty,1,35
3.000000,1.000000,4.000000,empty,empty,empty,1,36
3.000000,2.000000,1.000000,empty,empty,empty,1,37
3.000000,2.000000,2.000000,empty,empty,empty,1,38
3.000000,2.000000,3.000000,empty,empty,empty,1,39
3.000000,2.000000,4.000000,empty,empty,empty,1,40
3.000000,3.000000,1.000000,empty,empty,empty,1,41
3.000000,3.000000,2.000000,empty,empty,empty,1,42
3.000000,3.000000,3.000000,empty,empty,empty,1,43
3.000000,3.000000,4.000000,empty,empty,empty,1,44
3.000000,4.000000,1.000000,empty,empty,empty,1,45
3.000000,4.000000,2.000000,empty,empty,empty,1,46
3.000000,4.000000,3.000000,empty,empty,empty,1,47
3.000000,4.000000,4.000000,empty,empty,empty,1,48
4.000000,1.000000,1.000000,empty,empty,empty,1,49
4.000000,1.000000,2.000000,empty,empty,empty,1,50
4.000000,1.000000,3.000000,empty,empty,empty,1,51
4.000000,1.000000,4.000000,empty,empty,empty,1,52
4.000000,2.000000,1.000000,empty,empty,empty,1,53
4.000000,2.000000,2.000000,empty,empty,empty,1,54
4.000000,2.000000,3.000000,empty,empty,empty,1,55
4.000000,2.000000,4.000000,empty,empty,empty,1,56
4.000000,3.000000,1.000000,empty,empty,empty,1,57
4.000000,3.000000,2.000000,empty,empty,empty,1,58
4.000000,3.000000,3.000000,empty,empty,empty,1,59
4.000000,3.000000,4.000000,empty,empty,empty,1,60
4.000000,4.000000,1.000000,empty,empty,empty,1,61
4.000000,4.000000,2.000000,empty,empty,empty,1,62
4.000000,4.000000,3.000000,empty,empty,empty,1,63
4.000000,4.000000,4.000000,empty,empty,empty,1,64
1.027817,1.011194,1.094975,empty,empty,empty,2,1
1.028221,1.011068,2.094938,empty,empty,empty,2,2
1.027745,1.010965,3.095453,empty,empty,empty,2,3
1.028039,1.011303,4.095065,empty,empty,empty,2,4
1.027841,2.011264,1.095402,empty,empty,empty,2,5
1.027629,2.010563,2.094954,empty,empty,empty,2,6
1.027712,2.011263,3.095409,empty,empty,empty,2,7
1.028251,2.010617,4.095226,empty,empty,empty,2,8
1.028011,3.010762,1.095444,empty,empty,empty,2,9
